parameter_id,MGP_BMI_019_001
mouse_life_stage,Early adult
pvalue,0.7335673
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
analysis_id,r6mj6063jy45wt2
mouse_strain,129SV
parameter_name,T cells - % of CD45+
