mouse_strain,C57BL
parameter_id,MGP_PBI_032_001
pvalue,0.6633271
gene_accession_id,MGI:3033992
parameter_name,CD4+ KLRG1+ alpha beta T cell number
gene_symbol,Cldn19
analysis_id,3o720u65351lev5
mouse_life_stage,Early adult
