gene_symbol,Hspa5
parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:95835
pvalue,0.06485559
mouse_life_stage,Early adult
parameter_name,Weight
analysis_id,249e65e520yz538
mouse_strain,C57BL
