parameter_id,IMPC_XRY_021_001
gene_accession_id,MGI:109356
mouse_strain,C57BL
gene_symbol,Snap23
pvalue,0.458032
analysis_id,9frq9310lvn6s75
parameter_name,Humerus
mouse_life_stage,Middle aged adult
