parameter_name,Startle response
parameter_id,MGP_CSD_008_001
analysis_id,w9l2sgiy8288086
gene_accession_id,MGI:1913576
mouse_strain,C57BL
gene_symbol,Dnajc5b
pvalue,0.5214393
mouse_life_stage,Early adult
