parameter_id,IMPC_IMM_054_001
gene_accession_id,MGI:2444554
mouse_strain,C57BL
pvalue,0.8549432
mouse_life_stage,E15.5
gene_symbol,Mapkap1
parameter_name,NK Subsets (Q1)
analysis_id,sm3276z01ue91p2
