parameter_id,JAXLA_OFD_017_001
mouse_strain,C57BL
parameter_name,Center average speed
mouse_life_stage,Early adult
gene_accession_id,MGI:2685266
analysis_id,102w2djgbc9p53c
pvalue,0.4350349
gene_symbol,Pglyrp3
