parameter_id,ESLIM_016_001_005
gene_accession_id,MGI:1924315
mouse_life_stage,Early adult
parameter_name,Mean cell volume
analysis_id,2vp68gugg7316n5
gene_symbol,Ints7
pvalue,0.841464
mouse_strain,C52BL
