mouse_life_stage,E12.5
gene_accession_id,MGI:95457
pvalue,0.09347042
mouse_strain,C57BL
parameter_name,Thyroxine
parameter_id,IMPC_CBC_053_001
gene_symbol,Mecom
analysis_id,81odbm24u6b385g
