mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:95835
parameter_name,IgD+ mature B cell number
gene_symbol,Hspa5
pvalue,0.6737737
analysis_id,r7pk2nt37587i57
parameter_id,MGP_PBI_035_001
