gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
parameter_id,MGP_MLN_031_001
mouse_life_stage,E15.5
mouse_strain,C57BL
pvalue,0.7763844
parameter_name,Total NK cells - % of CD45+
analysis_id,d117d7osg0hqva1
