gene_symbol,Dmap1
parameter_name,Total bilirubin
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,y3pg41tq51t6w4g
gene_accession_id,MGI:1913483
pvalue,0.9858993
parameter_id,IMPC_CBC_008_001
