parameter_name,30kHz-evoked ABR Threshold
pvalue,0.1514916
parameter_id,IMPC_ABR_012_001
analysis_id,nww30y876h66i3v
gene_accession_id,MGI:88380
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,F2
