mouse_life_stage,Middle aged adult
parameter_name,B cell percentage
pvalue,1.309761
gene_accession_id,MGI:1934811
mouse_strain,C57BL
analysis_id,269z23747l3af57
gene_symbol,Nucks1
parameter_id,MGP_PBI_014_001
