parameter_id,IMPC_GEO_048_002
gene_accession_id,MGI:2444777
gene_symbol,Ncaph
pvalue,0.946487
mouse_strain,C57BL
parameter_name,Anophthalmia
mouse_life_stage,Early adult
analysis_id,5d8dxdamu9y06bu
