parameter_id,HMGULA_CBC_016_001
pvalue,0.4981946
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1914561
parameter_name,HDL-cholesterol
analysis_id,o2m0i68872646sb
gene_symbol,Nanp
