parameter_id,MGP_MLN_015_001
gene_accession_id,MGI:1918764
gene_symbol,Sfpq
mouse_strain,C57BL
pvalue,0.9266918
analysis_id,91c5a71yi1xm0t2
mouse_life_stage,Early adult
parameter_name,Naive CD8+ T cells - % of CD8+
