gene_symbol,Nipal3
parameter_id,ESLIM_007_001_005
parameter_name,Whole arena average speed
gene_accession_id,MGI:1921802
pvalue,0.0975921
mouse_life_stage,Early adult
analysis_id,9j9dv2d7zc9e334
mouse_strain,129SV
