parameter_id,IMPC_ECH_018_001
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
gene_symbol,Fgb
mouse_strain,C57BL
pvalue,0.3426001
analysis_id,vvtot9t39ol8r99
parameter_name,Respiration Rate
