gene_symbol,AU040320
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.1886135
gene_accession_id,MGI:2140475
parameter_id,MGP_IMM_028_001
analysis_id,y8vk62azzaj5z67
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
