parameter_id,JAX_LDT_003_001
parameter_name,Time mobile light side
gene_symbol,Inpp1
mouse_strain,C57BL
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
pvalue,0.632084
analysis_id,y5sja38w159qk1d
