parameter_id,IMPC_GEO_064_001
analysis_id,d235hvrq9659d65
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Zfp683
gene_accession_id,MGI:3650254
parameter_name,Edema
pvalue,0.4122547
