parameter_id,IMPC_XRY_022_001
mouse_life_stage,Early adult
analysis_id,omj9r5xpa8emio1
mouse_strain,C57BL
parameter_name,Radius
gene_symbol,Amigo1
gene_accession_id,MGI:2653612
pvalue,0.7910821
