mouse_life_stage,Late adult
parameter_name,Startle Response
pvalue,0.9073147
parameter_id,M-G-P_008_001_013
gene_symbol,Snap23
analysis_id,0cidvqlz9p24kr9
gene_accession_id,MGI:109356
mouse_strain,C57BL
