parameter_id,JAX_OFD_020_001
analysis_id,1d0z60f33k5qwd8
parameter_name,Distance travelled - total
mouse_strain,C57BL
gene_symbol,Mapkap1
mouse_life_stage,Early adult
pvalue,0.6967719
gene_accession_id,MGI:2444554
