parameter_id,IMPC_DXA_005_001
parameter_name,Bone Mineral Content (excluding skull)
gene_symbol,Cdin1
gene_accession_id,MGI:3026886
mouse_life_stage,E9.5
analysis_id,q278n5tn1d9gexo
pvalue,0.1595599
mouse_strain,C57BL
