parameter_id,IMPC_GRS_011_001
pvalue,0.5332844
gene_symbol,Abo
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,0824716urp9v0ol
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
gene_accession_id,MGI:2135738
