gene_symbol,Nucks1
parameter_name,Eosinophil number
mouse_strain,C57BL
parameter_id,MGP_PBI_040_001
analysis_id,u2398oy2w1z2010
mouse_life_stage,Late adult
gene_accession_id,MGI:1934811
pvalue,1.205241
