parameter_id,IMPC_ECG_003_001
gene_accession_id,MGI:1924315
pvalue,0.7945898
gene_symbol,Ints7
parameter_name,CV
mouse_life_stage,E9.5
analysis_id,q74mo26i5413c19
mouse_strain,C57BL
