gene_symbol,AU040320
gene_accession_id,MGI:2140475
parameter_id,IMPC_IMM_063_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,B Cells
analysis_id,033v0ors483u50t
pvalue,0.7323562
