gene_symbol,Kif24
parameter_id,JAX_LDT_003_001
parameter_name,Time mobile light side
pvalue,0.1435684
mouse_strain,C57BL
gene_accession_id,MGI:1918345
mouse_life_stage,Early adult
analysis_id,u095fk91zlbo428
