parameter_id,IMPC_EYE_007_001
gene_accession_id,MGI:2385156
parameter_name,Cornea
pvalue,0.9803447
mouse_life_stage,Early adult
gene_symbol,Sdcbp2
analysis_id,g2ezk7v15732s9x
mouse_strain,C57BL
