gene_symbol,Dzank1
pvalue,0.06242229
parameter_id,JAXLA_GRS_011_001
analysis_id,2sh31u1f59102a4
gene_accession_id,MGI:2139080
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_life_stage,Early adult
mouse_strain,C57BL
