parameter_id,IMPC_XRY_033_001
pvalue,0
gene_symbol,Slc30a4
mouse_strain,C57BL
gene_accession_id,MGI:1345282
parameter_name,Tibia length
analysis_id,e9y13629z33f304
mouse_life_stage,Early adult
