mouse_strain,129SV
analysis_id,40e40b8bof1j58y
pvalue,0.1260904
parameter_id,ESLIM_011_001_010
mouse_life_stage,Early adult
parameter_name,PP4 + pulse startle magnitude
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
