parameter_name,Whole arena average speed
parameter_id,JAX_OFD_009_001
gene_accession_id,MGI:2444777
pvalue,0.7008404
mouse_strain,C57BL
analysis_id,94fz42lt596982i
gene_symbol,Ncaph
mouse_life_stage,Early adult
