gene_symbol,Eprs1
gene_accession_id,MGI:97838
parameter_id,IMPC_CBC_010_001
analysis_id,w77u0dd4791ml5s
pvalue,0.2575718
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,Phosphorus
