gene_symbol,Psmd14
mouse_strain,C57BL
parameter_name,Startle response
parameter_id,ESLIM_008_001_013
pvalue,0.5461351
gene_accession_id,MGI:1913284
mouse_life_stage,Early adult
analysis_id,et4q1z8vk27lu60
