gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
pvalue,0.3272681
parameter_name,Neutrophils
mouse_life_stage,Middle aged adult
parameter_id,IMPC_IMM_050_001
analysis_id,6673y2ih7630f65
mouse_strain,C57BL
