gene_symbol,Zmynd8
parameter_name,Body position
analysis_id,vd3p85kq045kj3y
parameter_id,ESLIM_008_001_001
pvalue,0.285919
gene_accession_id,MGI:1918025
mouse_strain,C57BL
mouse_life_stage,Early adult
