parameter_id,IMPC_CBC_025_001
analysis_id,31185328d45a6k8
gene_accession_id,MGI:1913506
pvalue,0.4279189
mouse_strain,C57BL
gene_symbol,Ssr2
parameter_name,LDL-cholesterol
mouse_life_stage,Early adult
