gene_symbol,Etfdh
pvalue,0.9782015
mouse_strain,C57BL
analysis_id,bt5hj005w390ufs
parameter_name,Neural tube closure
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_027_001
gene_accession_id,MGI:106100
