parameter_id,M-G-P_016_001_006
gene_symbol,Usp37
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2442483
pvalue,0.4486199
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,vswp7o2303vz35i
