gene_symbol,Nanp
analysis_id,rz4wd348476idid
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
parameter_name,Periphery resting time
pvalue,0.6277268
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_011_001
