parameter_id,IMPC_XRY_023_001
analysis_id,n3vh26v267yv881
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1929242
gene_symbol,Ivd
parameter_name,Ulna
pvalue,0.4111276
