gene_symbol,Arpc2
analysis_id,m46640z69t60wc1
parameter_id,IMPC_GEP_084_001
parameter_name,Limb morphology
mouse_life_stage,Early adult
pvalue,0.4947055
gene_accession_id,MGI:1923959
mouse_strain,129SV
