parameter_id,IMPC_IPG_011_001
gene_symbol,Cdin1
gene_accession_id,MGI:3026886
analysis_id,289036yka2p12ps
pvalue,0.3044383
parameter_name,Initial response to glucose challenge
mouse_life_stage,E9.5
mouse_strain,C59BL
