gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
analysis_id,xgy75e5g287bp05
mouse_strain,C57BL
parameter_id,MGP_IMM_081_001
pvalue,0.9354415
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_life_stage,Early adult
