gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_079_001
pvalue,0.3099622
parameter_name,KLRG1+ Treg cells - % of CD45+
analysis_id,e2f8y73kmb89f4y
