parameter_name,Body Weight
gene_accession_id,MGI:3046938
gene_symbol,Hrnr
mouse_life_stage,Early adult
parameter_id,M-G-P_012_001_005
analysis_id,a08t7y0z816iu6u
pvalue,0.07159273
mouse_strain,C57BL
