gene_symbol,Amigo1
gene_accession_id,MGI:2653612
parameter_name,Right kidney weight
pvalue,0.3131342
mouse_strain,C57BL
analysis_id,558ry5i3tpghb87
parameter_id,IMPC_OWT_004_001
mouse_life_stage,Early adult
