gene_symbol,Zmynd19
parameter_id,IMPC_EYE_006_001
analysis_id,929eylpfn1ih464
gene_accession_id,MGI:1914437
mouse_strain,C57BL
pvalue,0.9301298
parameter_name,Narrow eye opening
mouse_life_stage,Early adult
