parameter_name,Eye
pvalue,0.4841345
parameter_id,M-G-P_014_001_001
gene_accession_id,MGI:3033992
gene_symbol,Cldn19
analysis_id,98x1gi81tx2t18v
mouse_strain,C57BL
mouse_life_stage,Early adult
