gene_symbol,Tiprl
parameter_id,IMPC_HEM_003_001
mouse_strain,C57BL
parameter_name,Hemoglobin
gene_accession_id,MGI:1915087
mouse_life_stage,Early adult
pvalue,0.6059875
analysis_id,7t2t5olas6f6p04
