pvalue,0.5403521
analysis_id,3wf2sa9y25w4q61
gene_accession_id,MGI:2441730
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_CBC_018_001
gene_symbol,Tbl1xr1
parameter_name,Glucose
