pvalue,0.5483722
mouse_strain,C57BL
parameter_id,ESLIM_011_001_006
mouse_life_stage,Early adult
gene_accession_id,MGI:1922745
gene_symbol,Morn5
parameter_name,110dB startle magnitude
analysis_id,4mx895qb407a5q2
