mouse_life_stage,Early adult
parameter_id,MGP_CSD_025_001
parameter_name,Ventral coat/hair presence
mouse_strain,C57BL
analysis_id,m51m34222i7bql9
pvalue,0.7083813
gene_symbol,Nemp2
gene_accession_id,MGI:2444113
