parameter_id,MGP_BMI_006_001
analysis_id,un5jyl9484kvh5n
gene_accession_id,MGI:1918764
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
gene_symbol,Sfpq
pvalue,0.4197896
mouse_life_stage,Early adult
mouse_strain,C57BL
