parameter_id,MGP_IMM_079_001
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_life_stage,Early adult
pvalue,0.05290475
mouse_strain,C57BL
analysis_id,92u758zk60771m2
gene_accession_id,MGI:1922855
gene_symbol,Kdm5b
