gene_symbol,Cdin1
parameter_name,ST
pvalue,0.7641938
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_008_001
gene_accession_id,MGI:3026886
analysis_id,08uthm481k0rx90
