parameter_id,MGP_PBI_035_001
mouse_strain,C57BL
gene_accession_id,MGI:1919107
parameter_name,IgD+ mature B cell number
mouse_life_stage,Early adult
pvalue,0.2911809
gene_symbol,Slc17a9
analysis_id,ekk5y1976ttrmiz
