parameter_id,ESLIM_007_001_006
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
analysis_id,5bxq0998c33i9w9
parameter_name,Periphery distance travelled
mouse_strain,C59BL
pvalue,0.5337683
mouse_life_stage,Early adult
