gene_symbol,Slc17a9
pvalue,0.1116627
parameter_id,MGP_MLN_064_001
gene_accession_id,MGI:1919107
mouse_strain,C57BL
parameter_name,Total CD4+ T cells - % of CD45+
mouse_life_stage,Early adult
analysis_id,fb3un3mlwmr27q8
