gene_symbol,Hnf4a
pvalue,0.4626851
mouse_strain,C57BL
gene_accession_id,MGI:109128
parameter_name,Vibrissae - appearance
parameter_id,HMGULA_DYS_024_001
mouse_life_stage,Late adult
analysis_id,n6p60c7z0a1kxx9
